,ID,Date,Block,Primary Type,Description,Location Description,Arrest,District,Ward,Community Area,Year,Updated On,Location,Census Tracts,Wards
399914,11146346,11/11/2017 01:00:00 PM,002XX W KINZIE ST,THEFT,OVER $500,STREET,False,18.0,42.0,8.0,2017.0,02/10/2018 03:50:01 PM,"(41.889160722, -87.634472855)",652.0,36.0
467969,11053308,08/12/2017 11:30:00 PM,027XX S MILLARD AVE,BATTERY,SIMPLE,SIDEWALK,False,10.0,22.0,30.0,2017.0,02/10/2018 03:50:01 PM,"(41.842075201, -87.71594748)",227.0,28.0
529134,10960700,05/28/2017 03:13:00 PM,020XX W 51ST ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,9.0,16.0,61.0,2017.0,02/10/2018 03:50:01 PM,"(41.80120956, -87.676256881)",686.0,2.0
181518,11438508,09/06/2018 05:28:00 PM,092XX S ASHLAND AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,22.0,21.0,73.0,2018.0,09/13/2018 04:02:18 PM,"(41.725803425, -87.662786572)",195.0,13.0
201505,11413489,08/12/2018 07:00:00 PM,001XX W 81ST ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,6.0,17.0,44.0,2018.0,08/19/2018 04:03:34 PM,"(41.7472522, -87.627380489)",1.0,13.0
687199,10717953,10/16/2016 03:52:00 PM,055XX S WABASH AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,2.0,20.0,40.0,2016.0,02/10/2018 03:50:01 PM,"(41.793969887, -87.624070018)",403.0,4.0
40478,11641686,04/01/2019 04:30:00 PM,044XX W ALTGELD ST,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,False,25.0,31.0,20.0,2019.0,04/08/2019 04:19:35 PM,"(41.926346388, -87.737408281)",439.0,17.0
122862,11517885,11/26/2018 07:35:00 PM,012XX W 73RD PL,ASSAULT,SIMPLE,RESIDENCE,False,7.0,17.0,67.0,2018.0,12/03/2018 04:17:15 PM,"(41.760490478, -87.655131704)",408.0,31.0
65135,11610646,02/22/2019 09:00:00 AM,029XX W 60TH ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,8.0,16.0,66.0,2019.0,03/06/2019 04:12:29 PM,"(41.784529935, -87.696755027)",183.0,2.0
404317,11140279,11/05/2017 07:00:00 AM,065XX S DR MARTIN LUTHER KING JR DR,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,3.0,20.0,69.0,2017.0,02/10/2018 03:50:01 PM,"(41.775815434, -87.615515359)",332.0,4.0
494888,11016602,07/10/2017 04:45:00 PM,086XX S MICHIGAN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,6.0,6.0,44.0,2017.0,02/10/2018 03:50:01 PM,"(41.737627094, -87.621022688)",406.0,32.0
26587,11662897,04/22/2019 08:00:00 AM,024XX E 106TH ST,CRIMINAL TRESPASS,TO LAND,CHA PARKING LOT/GROUNDS,True,4.0,7.0,51.0,2019.0,04/29/2019 04:18:19 PM,"(41.702756403, -87.564182005)",174.0,37.0
646304,10781288,12/11/2016 09:00:00 PM,053XX W POTOMAC AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,25.0,37.0,25.0,2016.0,02/10/2018 03:50:01 PM,"(41.904027387, -87.758918312)",599.0,45.0
179144,11441504,09/09/2018 10:30:00 PM,029XX S HALSTED ST,ASSAULT,SIMPLE,RESIDENCE,False,9.0,11.0,60.0,2018.0,09/16/2018 04:05:04 PM,"(41.840823777, -87.646346221)",688.0,48.0
538577,10946488,05/16/2017 08:30:00 AM,025XX S ARCHER AVE,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,CTA TRAIN,False,9.0,11.0,60.0,2017.0,02/10/2018 03:50:01 PM,"(41.847063892, -87.64674925)",59.0,48.0
484251,11028780,07/24/2017 02:09:00 AM,023XX N CENTRAL AVE,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,25.0,37.0,19.0,2017.0,02/10/2018 03:50:01 PM,"(41.923079929, -87.765956943)",307.0,44.0
697670,10702562,10/02/2016 06:38:00 PM,062XX S PRAIRIE AVE,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARKING LOT/GARAGE(NON.RESID.),True,3.0,20.0,40.0,2016.0,02/10/2018 03:50:01 PM,"(41.781086219, -87.618877357)",404.0,4.0
564426,10907761,04/11/2017 12:17:00 AM,026XX N SAWYER AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,False,14.0,35.0,22.0,2017.0,02/10/2018 03:50:01 PM,"(41.928908964, -87.709411145)",72.0,12.0
703981,10728064,09/24/2016 11:00:00 AM,033XX W MONROE ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,11.0,28.0,27.0,2016.0,02/10/2018 03:50:01 PM,"(41.879609908, -87.70962288)",765.0,23.0
245831,11352827,06/19/2018 01:20:00 PM,007XX N RIDGEWAY AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,11.0,27.0,23.0,2018.0,06/26/2018 03:54:59 PM,"(41.894498134, -87.719942193)",584.0,46.0
45366,11633882,03/25/2019 10:31:00 AM,062XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,RESTAURANT,False,3.0,20.0,42.0,2019.0,04/01/2019 04:21:13 PM,"(41.781257578, -87.605951253)",471.0,4.0
308431,11269645,03/28/2018 08:07:00 PM,078XX S MERRILL AVE,ASSAULT,SIMPLE,STREET,False,4.0,8.0,43.0,2018.0,05/04/2018 03:51:04 PM,"(41.752847779, -87.572346854)",420.0,35.0
28215,11661685,04/19/2019 08:00:00 PM,020XX E 83RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,4.0,8.0,46.0,2019.0,04/26/2019 04:11:15 PM,"(41.744344492, -87.575034294)",507.0,37.0
583565,10878133,03/13/2017 11:54:00 PM,005XX W MADISON ST,THEFT,$500 AND UNDER,VEHICLE-COMMERCIAL,False,1.0,42.0,28.0,2017.0,02/10/2018 03:50:01 PM,"(41.881884199, -87.640104505)",784.0,36.0
127955,11512189,11/18/2018 10:54:00 PM,078XX S CHRISTIANA AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,8.0,18.0,70.0,2018.0,11/25/2018 04:09:36 PM,"(41.75098826, -87.706083431)",498.0,30.0
478968,11036236,07/30/2017 05:00:00 PM,086XX W BRYN MAWR AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,False,16.0,41.0,76.0,2017.0,02/10/2018 03:50:01 PM,"(41.981015746, -87.842123304)",64.0,29.0
591064,10865842,03/02/2017 11:25:00 AM,036XX W GRENSHAW ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,11.0,24.0,29.0,2017.0,02/10/2018 03:50:01 PM,"(41.867185658, -87.71654668)",98.0,14.0
48664,11629152,03/20/2019 12:30:00 PM,011XX S CANAL ST,THEFT,FROM BUILDING,RESTAURANT,False,1.0,25.0,28.0,2019.0,03/27/2019 04:10:11 PM,"(41.868541914, -87.639235361)",97.0,26.0
151871,11479343,10/16/2018 07:30:00 PM,023XX N STOCKTON DR,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,18.0,43.0,7.0,2018.0,10/23/2018 04:27:27 PM,"(41.9251405, -87.63585519)",207.0,34.0
652377,10771790,12/02/2016 03:20:00 PM,029XX N RUTHERFORD AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,25.0,36.0,18.0,2016.0,02/10/2018 03:50:01 PM,"(41.933641974, -87.794334876)",397.0,44.0
291033,11292983,04/23/2018 03:57:00 AM,001XX E 63RD ST,CRIMINAL TRESPASS,TO LAND,OTHER RAILROAD PROP / TRAIN DEPOT,True,3.0,20.0,69.0,2018.0,05/04/2018 03:51:04 PM,"(41.780060811, -87.620798919)",122.0,4.0
644165,10784594,12/15/2016 01:25:00 PM,025XX W AUGUSTA BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,12.0,1.0,24.0,2016.0,02/10/2018 03:50:01 PM,"(41.899346198, -87.69016495)",542.0,49.0
181065,11439089,09/07/2018 10:40:00 AM,034XX W MADISON ST,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARK PROPERTY,True,11.0,28.0,27.0,2018.0,09/14/2018 03:58:39 PM,"(41.88090842, -87.711736421)",783.0,23.0
609996,10837481,02/02/2017 05:00:00 PM,130XX S DR MARTIN LUTHER KING JR DR,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,5.0,9.0,54.0,2017.0,02/14/2017 03:49:42 PM,"(41.658159346, -87.613496976)",9.0,43.0
163502,11462905,09/30/2018 03:15:00 PM,067XX S MORGAN ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,True,7.0,6.0,68.0,2018.0,12/14/2018 04:03:44 PM,"(41.771669908, -87.649434458)",410.0,32.0
459186,11065380,08/24/2017 03:00:00 AM,050XX W HURON ST,THEFT,$500 AND UNDER,STREET,False,15.0,28.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.893108413, -87.751901861)",694.0,45.0
455334,11071736,08/29/2017 08:30:00 AM,063XX N WINTHROP AVE,INTIMIDATION,EXTORTION,OTHER,False,24.0,48.0,77.0,2017.0,02/10/2018 03:50:01 PM,"(41.99722854, -87.658436401)",212.0,16.0
298874,11283087,04/11/2018 11:30:00 PM,062XX S WOOD ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,7.0,15.0,67.0,2018.0,05/04/2018 03:51:04 PM,"(41.780767343, -87.669096118)",276.0,3.0
541361,10945836,05/12/2017 04:00:00 PM,023XX W MARQUETTE RD,THEFT,FROM BUILDING,APARTMENT,False,8.0,15.0,66.0,2017.0,02/10/2018 03:50:01 PM,"(41.771980288, -87.681584914)",370.0,31.0
390284,11159011,11/25/2017 12:43:00 PM,057XX S ADA ST,NARCOTICS,POSS: COCAINE,STREET,True,7.0,16.0,67.0,2017.0,02/10/2018 03:50:01 PM,"(41.790019182, -87.65841048)",297.0,2.0
199223,11421977,08/15/2018 03:00:00 PM,010XX N WINCHESTER AVE,THEFT,$500 AND UNDER,APARTMENT,False,12.0,1.0,24.0,2018.0,08/24/2018 04:06:36 PM,"(41.900157571, -87.675948712)",462.0,11.0
254120,11342604,06/08/2018 11:00:00 PM,066XX N WESTERN AVE,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,24.0,50.0,2.0,2018.0,06/15/2018 04:08:10 PM,"(42.001822361, -87.689987495)",320.0,27.0
89977,11564731,01/12/2019 04:00:00 PM,058XX S WESTERN AVE,ASSAULT,SIMPLE,OTHER,False,8.0,16.0,63.0,2019.0,01/23/2019 11:26:56 AM,"(41.787583514, -87.683861659)",112.0,2.0
300046,11281848,04/10/2018 01:00:00 PM,009XX W SUPERIOR ST,CRIMINAL TRESPASS,TO RESIDENCE,WAREHOUSE,False,12.0,27.0,24.0,2018.0,05/04/2018 03:51:04 PM,"(41.895504286, -87.650711691)",522.0,46.0
287533,11298150,04/27/2018 08:00:00 PM,008XX N MAY ST,THEFT,OVER $500,STREET,False,12.0,27.0,24.0,2018.0,05/04/2018 03:59:15 PM,"(41.89802033, -87.655272618)",109.0,46.0
389672,11159701,11/26/2017 09:05:00 AM,042XX W MADISON ST,BATTERY,SIMPLE,OTHER,False,11.0,28.0,26.0,2017.0,02/10/2018 03:50:01 PM,"(41.88065283, -87.731763004)",717.0,23.0
590062,10880297,03/03/2017 08:30:00 PM,086XX S KILBOURN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,8.0,18.0,70.0,2017.0,02/10/2018 03:50:01 PM,"(41.735961923, -87.733609775)",197.0,30.0
664061,10755826,11/16/2016 07:30:00 AM,001XX E 61ST ST,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,3.0,20.0,40.0,2016.0,02/10/2018 03:50:01 PM,"(41.783779397, -87.621696395)",404.0,4.0
722408,10665205,09/01/2016 08:40:00 AM,0000X E JACKSON BLVD,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PRIVATE, GROUNDS",True,1.0,2.0,32.0,2016.0,02/10/2018 03:50:01 PM,"(41.878222138, -87.627288482)",367.0,36.0
78568,11582761,02/01/2019 05:14:00 PM,065XX S STONY ISLAND AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,3.0,5.0,42.0,2019.0,02/08/2019 04:14:17 PM,"(41.776757223, -87.586322042)",134.0,33.0
234059,11368600,07/03/2018 07:00:00 PM,009XX W 58TH ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,True,7.0,16.0,68.0,2018.0,07/10/2018 04:03:21 PM,"(41.788787147, -87.649157215)",113.0,2.0
342899,11223271,02/03/2018 05:30:00 PM,0000X E 95TH ST,CRIMINAL DAMAGE,TO PROPERTY,PARK PROPERTY,False,5.0,6.0,49.0,2018.0,05/04/2018 03:51:04 PM,"(41.721763443, -87.621663126)",554.0,43.0
717578,10672748,09/07/2016 07:00:00 AM,051XX S KIMBARK AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,2.0,4.0,41.0,2016.0,02/10/2018 03:50:01 PM,"(41.801786788, -87.595075716)",412.0,10.0
581928,10880507,03/16/2017 08:45:00 PM,009XX N CICERO AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,11.0,37.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.897331249, -87.745861739)",578.0,45.0
417910,11122310,10/18/2017 10:00:00 AM,029XX S DR MARTIN LUTHER KING JR DR,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,False,1.0,4.0,35.0,2017.0,02/10/2018 03:50:01 PM,"(41.841164277, -87.6171782)",560.0,10.0
393623,11154621,11/20/2017 11:00:00 AM,045XX S WABASH AVE,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CTA GARAGE / OTHER PROPERTY,True,2.0,3.0,38.0,2017.0,02/10/2018 03:50:01 PM,"(41.812417118, -87.624545162)",393.0,9.0
697326,10703368,10/03/2016 08:39:00 AM,055XX W WASHINGTON BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,15.0,29.0,25.0,2016.0,02/10/2018 03:50:01 PM,"(41.882254637, -87.763894594)",674.0,7.0
153526,11477091,10/14/2018 11:41:00 AM,030XX N PULASKI RD,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,False,25.0,31.0,21.0,2018.0,10/21/2018 04:09:44 PM,"(41.936122238, -87.727099925)",464.0,17.0
487580,11025226,07/19/2017 07:30:00 PM,080XX S WESTERN AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,8.0,18.0,70.0,2017.0,02/10/2018 03:50:01 PM,"(41.74806235, -87.682801662)",243.0,30.0
218388,11389198,07/23/2018 08:15:00 AM,007XX S FINANCIAL PL,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,1.0,2.0,32.0,2018.0,07/30/2018 03:52:24 PM,"(41.87285385, -87.632576028)",12.0,10.0
99437,11550873,12/30/2018 04:20:00 AM,048XX W MADISON ST,THEFT,RETAIL THEFT,GAS STATION,True,15.0,28.0,25.0,2018.0,01/10/2019 03:16:50 PM,"(41.880487595, -87.745964635)",69.0,23.0
168036,11456695,09/24/2018 01:15:00 PM,0000X E MADISON ST,THEFT,OVER $500,SMALL RETAIL STORE,False,1.0,42.0,32.0,2018.0,10/01/2018 04:14:25 PM,"(41.882076985, -87.626709904)",580.0,36.0
331513,11238025,02/22/2018 08:36:00 PM,0000X E ROOSEVELT RD,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,1.0,2.0,33.0,2018.0,05/04/2018 03:51:04 PM,"(41.867436641, -87.62540628)",374.0,9.0
724636,10662850,08/29/2016 03:30:00 PM,048XX S ARCHER AVE,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,BANK,False,8.0,14.0,57.0,2016.0,02/10/2018 03:50:01 PM,"(41.804613919, -87.719685279)",698.0,8.0
155134,11474206,10/12/2018 07:10:00 AM,003XX N HAMLIN AVE,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,11.0,27.0,26.0,2018.0,10/19/2018 04:14:41 PM,"(41.886292657, -87.72093513)",658.0,45.0
8297,11690792,05/17/2019 10:50:00 PM,0000X W TERMINAL ST,BATTERY,DOMESTIC BATTERY SIMPLE,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,True,16.0,41.0,76.0,2019.0,05/24/2019 04:15:50 PM,"(41.976762981, -87.900983721)",668.0,29.0
317701,11256932,03/15/2018 01:37:00 PM,076XX S GREEN ST,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,6.0,17.0,71.0,2018.0,05/04/2018 03:51:04 PM,"(41.755627244, -87.645382738)",572.0,31.0
678894,10733171,10/27/2016 05:00:00 PM,063XX S UNIVERSITY AVE,THEFT,FROM BUILDING,CONSTRUCTION SITE,False,3.0,20.0,42.0,2016.0,02/10/2018 03:50:01 PM,"(41.780211432, -87.597244425)",27.0,4.0
527879,10962708,05/30/2017 08:00:00 AM,048XX S MICHIGAN AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,2.0,3.0,38.0,2017.0,02/10/2018 03:50:01 PM,"(41.806917611, -87.622771833)",448.0,9.0
43794,11636540,03/27/2019 06:20:00 PM,001XX N MASON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,15.0,29.0,25.0,2019.0,04/03/2019 04:12:54 PM,"(41.883124266, -87.773320938)",618.0,7.0
128920,11513555,11/17/2018 01:00:00 PM,009XX N DAMEN AVE,THEFT,$500 AND UNDER,RESIDENCE,False,12.0,2.0,24.0,2018.0,11/24/2018 04:09:12 PM,"(41.898992594, -87.677139749)",476.0,11.0
71639,11593201,02/12/2019 09:30:00 AM,085XX S WOODLAWN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,4.0,8.0,45.0,2019.0,02/19/2019 04:22:18 PM,"(41.739044804, -87.59476885)",133.0,35.0
51991,11623829,03/15/2019 12:53:00 PM,006XX W HUBBARD ST,BURGLARY,FORCIBLE ENTRY,STREET,True,12.0,27.0,24.0,2019.0,03/28/2019 03:59:40 PM,"(41.890123156, -87.644789891)",109.0,46.0
467615,11053001,08/13/2017 01:00:00 PM,056XX S BISHOP ST,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,7.0,16.0,67.0,2017.0,02/10/2018 03:50:01 PM,"(41.791543027, -87.660880741)",384.0,2.0
254549,11341403,06/08/2018 12:35:00 PM,073XX S COLES AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,3.0,7.0,43.0,2018.0,06/15/2018 04:08:10 PM,"(41.762945974, -87.561528262)",421.0,37.0
140659,11495865,10/31/2018 09:00:00 PM,062XX N KARLOV AVE,THEFT,OVER $500,STREET,False,17.0,39.0,12.0,2018.0,11/07/2018 04:21:48 PM,"(41.994305197, -87.731319291)",713.0,38.0
430591,11106280,09/30/2017 08:00:00 PM,099XX S PRINCETON AVE,THEFT,$500 AND UNDER,SIDEWALK,False,5.0,9.0,49.0,2017.0,02/10/2018 03:50:01 PM,"(41.713705199, -87.630879222)",569.0,43.0
97731,11554511,01/01/2019 11:00:00 AM,008XX E 49TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,2.0,4.0,39.0,2019.0,01/10/2019 03:16:50 PM,"(41.805910561, -87.605257993)",461.0,10.0
13323,11685248,05/10/2019 08:30:00 PM,0000X W TERMINAL ST,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,16.0,41.0,76.0,2019.0,05/17/2019 04:08:03 PM,"(41.979006297, -87.906463155)",668.0,29.0
492767,11017449,07/13/2017 02:00:00 PM,019XX N HOYNE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,14.0,32.0,22.0,2017.0,02/10/2018 03:50:01 PM,"(41.917165184, -87.680076699)",178.0,40.0
526604,10964614,05/31/2017 08:45:00 PM,033XX W EVERGREEN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,14.0,26.0,23.0,2017.0,02/10/2018 03:50:01 PM,"(41.905528856, -87.710557226)",455.0,49.0
278953,11309362,05/08/2018 07:00:00 PM,061XX S MORGAN ST,THEFT,OVER $500,STREET,False,7.0,16.0,68.0,2018.0,05/15/2018 03:55:49 PM,"(41.782728365, -87.649720276)",22.0,2.0
252306,11345961,06/11/2018 10:52:00 AM,029XX W BELLE PLAINE AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,17.0,33.0,16.0,2018.0,06/18/2018 03:51:47 PM,"(41.955766304, -87.702322115)",116.0,20.0
426807,11110665,10/05/2017 07:40:00 PM,054XX W WALTON ST,THEFT,FROM BUILDING,APARTMENT,False,15.0,37.0,25.0,2017.0,02/10/2018 03:50:01 PM,"(41.897618523, -87.762006057)",562.0,45.0
175940,11446320,09/14/2018 01:00:00 PM,004XX N CLARK ST,THEFT,FROM BUILDING,RESTAURANT,False,18.0,42.0,8.0,2018.0,09/21/2018 04:12:37 PM,"(41.889617465, -87.631070692)",670.0,36.0
302520,11282991,04/06/2018 04:00:00 PM,047XX S HALSTED ST,BATTERY,SIMPLE,STREET,False,9.0,3.0,61.0,2018.0,05/04/2018 03:51:04 PM,"(41.808634077, -87.645527495)",708.0,48.0
447788,11081278,09/08/2017 11:00:00 AM,013XX S CHRISTIANA AVE,NARCOTICS,POSS: CRACK,SIDEWALK,True,10.0,24.0,29.0,2017.0,02/10/2018 03:50:01 PM,"(41.864061731, -87.70925638)",34.0,14.0
381998,11171160,12/06/2017 12:00:00 PM,009XX W FULLERTON AVE,THEFT,$500 AND UNDER,CTA TRAIN,False,18.0,43.0,7.0,2017.0,02/10/2018 03:50:01 PM,"(41.925398601, -87.652337017)",769.0,34.0
256521,11347872,06/05/2018 08:18:00 PM,019XX W JACKSON BLVD,THEFT,FROM BUILDING,COLLEGE/UNIVERSITY GROUNDS,False,12.0,2.0,28.0,2018.0,06/17/2018 03:48:38 PM,"(41.877494027, -87.674712257)",90.0,46.0
413726,11128296,10/23/2017 04:00:00 PM,057XX W 62ND ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,8.0,13.0,64.0,2017.0,02/10/2018 03:50:01 PM,"(41.779807275, -87.765938431)",265.0,15.0
198367,11416124,08/16/2018 03:50:00 PM,0000X E WASHINGTON ST,THEFT,FROM BUILDING,RESTAURANT,False,1.0,42.0,32.0,2018.0,08/23/2018 04:00:50 PM,"(41.883222953, -87.625635993)",580.0,36.0
589733,10867935,03/04/2017 11:43:00 AM,016XX E 55TH ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,2.0,5.0,41.0,2017.0,02/10/2018 03:50:01 PM,"(41.795197252, -87.58650401)",501.0,33.0
48459,11630517,03/20/2019 06:00:00 PM,026XX S PRAIRIE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,1.0,4.0,35.0,2019.0,03/27/2019 04:10:11 PM,"(41.845345061, -87.620471366)",191.0,10.0
605968,10843474,02/08/2017 02:30:00 PM,028XX W BARRY AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"SCHOOL, PUBLIC, GROUNDS",True,14.0,33.0,21.0,2017.0,03/07/2017 03:51:45 PM,"(41.937561729, -87.698936486)",466.0,20.0
207939,11403238,08/04/2018 09:17:00 PM,074XX S EUCLID AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,3.0,8.0,43.0,2018.0,08/11/2018 04:12:27 PM,"(41.759857015, -87.577380691)",419.0,35.0
520492,10978088,06/08/2017 01:00:00 PM,006XX S FEDERAL ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,1.0,2.0,32.0,2017.0,02/10/2018 03:50:01 PM,"(41.873763473, -87.629643399)",12.0,10.0
455677,11070312,08/28/2017 06:10:00 PM,004XX N HARDING AVE,NARCOTICS,FOUND SUSPECT NARCOTICS,ABANDONED BUILDING,True,11.0,27.0,23.0,2017.0,02/10/2018 03:50:01 PM,"(41.889010145, -87.724677269)",584.0,45.0
422573,11115647,10/11/2017 06:00:00 PM,0000X W ILLINOIS ST,THEFT,FROM BUILDING,RESTAURANT,False,18.0,42.0,8.0,2017.0,02/10/2018 03:50:01 PM,"(41.890824651, -87.630128275)",670.0,36.0
539772,10944761,05/14/2017 07:20:00 PM,111XX S ESMOND ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),False,22.0,19.0,75.0,2017.0,02/10/2018 03:50:01 PM,"(41.690251822, -87.669127444)",378.0,42.0
492848,11088402,07/13/2017 12:00:00 PM,052XX W SCHOOL ST,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,16.0,38.0,15.0,2017.0,02/10/2018 03:50:01 PM,"(41.940510148, -87.758013935)",361.0,17.0
430616,11104655,09/30/2017 07:15:00 PM,012XX S PULASKI RD,BATTERY,SIMPLE,CTA BUS,False,10.0,24.0,29.0,2017.0,02/10/2018 03:50:01 PM,"(41.865678301, -87.725151938)",761.0,14.0
144251,11489127,10/27/2018 02:30:00 AM,039XX W CONGRESS PKWY,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,11.0,28.0,26.0,2018.0,11/03/2018 04:10:06 PM,"(41.874378723, -87.723813717)",736.0,23.0
469848,11050062,08/10/2017 03:45:00 PM,008XX W IRVING PARK RD,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,False,19.0,46.0,6.0,2017.0,02/10/2018 03:50:01 PM,"(41.954537863, -87.65114825)",577.0,39.0
700705,10699008,09/28/2016 06:00:00 PM,005XX W 18TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,12.0,25.0,31.0,2016.0,02/10/2018 03:50:01 PM,"(41.857629413, -87.641284218)",126.0,48.0
541862,11107747,05/12/2017 12:01:00 AM,005XX E 67TH ST,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,False,3.0,20.0,42.0,2017.0,02/10/2018 03:50:01 PM,"(41.773019769, -87.612569762)",348.0,4.0
522563,10970350,06/05/2017 07:43:00 PM,015XX S CHRISTIANA AVE,NARCOTICS,POSS: HALLUCINOGENS,APARTMENT,True,10.0,24.0,29.0,2017.0,02/10/2018 03:50:01 PM,"(41.860081952, -87.709144569)",34.0,14.0
488030,11023334,07/19/2017 08:30:00 AM,001XX W 115TH ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,5.0,34.0,53.0,2017.0,02/10/2018 03:50:01 PM,"(41.685273915, -87.626842977)",660.0,22.0
688457,10725030,10/15/2016 01:00:00 AM,024XX S PULASKI RD,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,10.0,22.0,30.0,2016.0,02/10/2018 03:50:01 PM,"(41.846712703, -87.724630594)",194.0,28.0
702151,10698222,09/26/2016 05:00:00 PM,020XX N KEELER AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,25.0,30.0,20.0,2016.0,02/10/2018 03:50:01 PM,"(41.917838525, -87.731476355)",76.0,12.0
622331,10818048,01/16/2017 10:05:00 PM,054XX S LOOMIS BLVD,ROBBERY,ARMED: HANDGUN,STREET,False,9.0,16.0,61.0,2017.0,02/10/2018 03:50:01 PM,"(41.795112253, -87.659757931)",790.0,4.0
